Link,Name,IATA,ICAO,Location,Latitude,Longitude
https://en.wikipedia.org/wiki/S%C3%A3o_Paulo/Guarulhos%E2%80%93Governador_Andr%C3%A9_Franco_Montoro_International_Airport,São Paulo/Guarulhos–Governador André Franco Montoro International Airport,GRU,SBGR,"São Paulo, Brazil",-23.435555555555556,-46.473055555555554
https://en.wikipedia.org/wiki/Grozny_Airport,Grozny Airport,GRV,URMG,"Grozny, Chechnya, Russia",43.3882,45.69968333333333
https://en.wikipedia.org/wiki/Graciosa_Airport,Graciosa Airport,GRW,LPGR,"Graciosa, Azores, Portugal",39.0925,-28.02861111111111
https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Airport,Federico García Lorca Airport (Granada Jaén Airport),GRX,LEGR,"Granada, Andalusia, Spain",37.18861111111111,-3.777222222222222
https://en.wikipedia.org/wiki/Gr%C3%ADmsey_Airport,Grímsey Airport,GRY,BIGR,"Grímsey, Iceland",66.54583333333333,-18.016666666666666
https://en.wikipedia.org/wiki/Graz_Airport,Graz Airport,GRZ,LOWG,"Graz, Austria",46.99305555555556,15.439166666666667
https://en.wikipedia.org/wiki/Long_Pasia_Airport,Long Pasia Airport,GSA,WBKN,"Long Pasia, Sabah, Malaysia",4.4094444444444445,115.72444444444444
https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,Seymour Johnson Air Force Base,GSB,KGSB,"Goldsboro, North Carolina, United States",35.33940125,-77.96060181
https://en.wikipedia.org/w/index.php?title=Gascoyne_Junction_Airport&action=edit&redlink=1,Gascoyne Junction Airport,GSC,YGSC,"Gascoyne Junction, Western Australia, Australia",,
https://en.wikipedia.org/wiki/G%C3%B6teborg_City_Airport,Göteborg City Airport,GSE,ESGP,"Gothenburg, Sweden",57.775555555555556,11.870555555555557
https://en.wikipedia.org/wiki/Goshen_Municipal_Airport,Goshen Municipal Airport,GSH,KGSH,"Goshen, Indiana, United States",41.52638888888889,-85.79416666666667
https://en.wikipedia.org/wiki/Grand-Santi_Airport,Grand-Santi Airport[2],GSI,SOGS,"Grand-Santi, French Guiana",4.284722222222222,-54.37777777777778
https://en.wikipedia.org/wiki/San_Jos%C3%A9_Airport_(Guatemala),San José Airport[2],GSJ,MGSJ,"Puerto San José, Guatemala",13.936111111111112,-90.83583333333333
https://en.wikipedia.org/wiki/Taltheilei_Narrows_Airport,Taltheilei Narrows Airport[2] (TC: CFA7),GSL,,"Taltheilei Narrows, Northwest Territories, Canada",62.59722222222222,-111.54138888888889
https://en.wikipedia.org/wiki/Dayrestan_Airport,Dayrestan Airport (Qeshm International Airport),GSM,OIKQ,"Qeshm, Iran",26.754638888888888,55.90235277777778
https://en.wikipedia.org/w/index.php?title=Mount_Gunson_Airport&action=edit&redlink=1,Mount Gunson Airport,GSN,YMGN,"Mount Gunson, South Australia, Australia",,
https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,Piedmont Triad International Airport,GSO,KGSO,"Greensboro, North Carolina, United States",36.09777777777778,-79.93722222222223
https://en.wikipedia.org/wiki/Greenville%E2%80%93Spartanburg_International_Airport,Greenville–Spartanburg International Airport,GSP,KGSP,"Greenville / Spartanburg, South Carolina, United States",34.89555555555555,-82.21888888888888
https://en.wikipedia.org/wiki/Sharq_Al-Owainat_Airport,Sharq Al-Owainat Airport,GSQ,HEOW,"Sharq Al-Owainat, Egypt",22.583333333333332,28.716666666666665
https://en.wikipedia.org/wiki/Qardho_Airport,Qardho Airport,GSR,HCMG,"Qardho, Somalia",9.543055555555556,49.117777777777775
https://en.wikipedia.org/w/index.php?title=Sabi_Sabi_Airport&action=edit&redlink=1,Sabi Sabi Airport,GSS,,"Sabie, South Africa",,
https://en.wikipedia.org/wiki/Gustavus_Airport,Gustavus Airport,GST,PAGS,"Gustavus, Alaska, United States",58.42527777777777,-135.70749999999998
https://en.wikipedia.org/wiki/Azaza_Airport,Azaza Airport,GSU,HSGF,"Gedaref, Sudan",14.130555555555556,35.30694444444444
https://en.wikipedia.org/wiki/Saratov_Gagarin_Airport,Saratov Gagarin Airport,GSV,,"Saratov, Saratov Oblast, Russia",51.71277777777778,46.17111111111111
https://en.wikipedia.org/wiki/Gatokae_Aerodrome,Gatokae Aerodrome,GTA,AGOK,"Gatokae, Solomon Islands",,
https://en.wikipedia.org/wiki/Groote_Eylandt_Airport,Groote Eylandt Airport,GTE,YGTE,"Groote Eylandt, Northern Territory, Australia",-13.975,136.45999999999998
https://en.wikipedia.org/wiki/Great_Falls_International_Airport,Great Falls International Airport,GTF,KGTF,"Great Falls, Montana, United States",47.48277777777778,-111.37055555555555
https://en.wikipedia.org/wiki/Grantsburg_Municipal_Airport,Grantsburg Municipal Airport,GTG,KGTG,"Grantsburg, Wisconsin, United States",45.79805555555556,-92.66444444444446
https://en.wikipedia.org/wiki/R%C3%BCgen_Airport,Rügen Airport (Güttin Airfield),GTI,EDCG,"Güttin, Mecklenburg-Vorpommern, Germany",54.384166666666665,13.331666666666667
https://en.wikipedia.org/wiki/Glentanner_Aerodrome,Glentanner Aerodrome,GTN,NZGT,"Mount Cook, New Zealand",-43.906700134277344,170.1280059814453
https://en.wikipedia.org/wiki/Jalaluddin_Airport,Jalaluddin Airport,GTO,WAMG,"Gorontalo, Indonesia",0.6372222222222222,122.84986111111111
https://en.wikipedia.org/wiki/Grants_Pass_Airport,Grants Pass Airport[2] (FAA: 3S8),GTP,,"Grants Pass, Oregon, United States",42.51011722222222,-123.3879888888889
https://en.wikipedia.org/wiki/Golden_Triangle_Regional_Airport,Golden Triangle Regional Airport,GTR,KGTR,"Columbus / West Point / Starkville, Mississippi, United States",33.44833333333333,-88.59138888888889
https://en.wikipedia.org/wiki/The_Granites_Airport,The Granites Airport,GTS,YTGT,"The Granites, Northern Territory, Australia",-20.548333333333336,130.35
https://en.wikipedia.org/wiki/Georgetown_Airport_(Queensland),Georgetown Airport,GTT,YGTN,"Georgetown, Queensland, Australia",-18.303333333333335,143.53166666666667
https://en.wikipedia.org/wiki/Hole%C5%A1ov_Airport,Holešov Airport,GTW,LKHO,"Zlín, Czech Republic",49.31666666666667,17.566666666666666
https://en.wikipedia.org/wiki/Gettysburg_Regional_Airport,Gettysburg Regional Airport (FAA: W05),GTY,,"Gettysburg, Pennsylvania, United States",39.840833333333336,-77.27416666666666
https://en.wikipedia.org/w/index.php?title=Kirawira_B_Airstrip&action=edit&redlink=1,Kirawira B Airstrip[2],GTZ,,"Grumeti, Tanzania",,
https://en.wikipedia.org/wiki/La_Aurora_International_Airport,La Aurora International Airport,GUA,MGGT,"Guatemala City, Guatemala",14.581666666666667,-90.52666666666667
https://en.wikipedia.org/wiki/Guerrero_Negro_Airport,Guerrero Negro Airport,GUB,MMGR,"Guerrero Negro, Baja California Sur,2 Mexico",28.02583333333333,-114.02388888888889
https://en.wikipedia.org/wiki/Gunnison%E2%80%93Crested_Butte_Regional_Airport,Gunnison–Crested Butte Regional Airport,GUC,KGUC,"Gunnison, Colorado, United States",38.53388888888889,-106.93305555555555
https://en.wikipedia.org/wiki/Goundam_Airport,Goundam Airport,GUD,GAGM,"Goundam, Mali",16.358333333333334,-3.604166666666667
https://en.wikipedia.org/w/index.php?title=Guriaso_Airport&action=edit&redlink=1,Guriaso Airport,GUE,,"Guriaso, Papua New Guinea",,
https://en.wikipedia.org/wiki/Jack_Edwards_Airport,Jack Edwards Airport (FAA: JKA),GUF,KJKA,"Gulf Shores, Alabama, United States",30.289722222222224,-87.67166666666667
https://en.wikipedia.org/w/index.php?title=Guari_Airport&action=edit&redlink=1,Guari Airport,GUG,AYGF,"Guari, Papua New Guinea",,
https://en.wikipedia.org/wiki/Gunnedah_Airport,Gunnedah Airport,GUH,YGDH,"Gunnedah, New South Wales, Australia",-30.961666666666666,150.25
https://en.wikipedia.org/wiki/G%C3%BCiria_Airport,Güiria Airport,GUI,SVGI,"Güiria, Venezuela",10.573611111111111,-62.3125
https://en.wikipedia.org/w/index.php?title=Guaratinguet%C3%A1_Airport&action=edit&redlink=1,Guaratinguetá Airport,GUJ,SBGW,"Guaratinguetá, São Paulo, Brazil",-22.79159927368164,-45.20479965209961
https://en.wikipedia.org/wiki/Goulburn_Airport,Goulburn Airport,GUL,YGLB,"Goulburn, New South Wales, Australia",-34.80611111111111,149.73083333333332
https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Antonio B. Won Pat International Airport (Guam Int'l),GUM,PGUM,"Hagåtña, Guam",13.483888888888888,144.79722222222222
https://en.wikipedia.org/wiki/Gallup_Municipal_Airport,Gallup Municipal Airport,GUP,KGUP,"Gallup, New Mexico, United States",35.51111111111111,-108.78944444444444
https://en.wikipedia.org/wiki/Guanare_Airport,Guanare Airport,GUQ,SVGU,"Guanare, Venezuela",9.027777777777779,-69.75416666666666
https://en.wikipedia.org/wiki/Gurney_Airport,Gurney Airport,GUR,AYGN,"Alotau, Papua New Guinea",-10.311388888888889,150.3336111111111
https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base,Grissom Air Reserve Base,GUS,KGUS,"Peru, Indiana, United States",40.648101806599996,-86.15209960940001
https://en.wikipedia.org/wiki/RAF_G%C3%BCtersloh,RAF Gütersloh,GUT,ETUO,"Gütersloh, North Rhine-Westphalia, Germany",51.922798,8.30633
https://en.wikipedia.org/wiki/Grundarfj%C3%B6r%C3%B0ur_Airport,Grundarfjörður Airport,GUU,BIGF,"Grundarfjörður, Iceland",64.99166666666667,-23.22222222222222
https://en.wikipedia.org/w/index.php?title=Mougulu_Airport&action=edit&redlink=1,Mougulu Airport,GUV,AYML,"Mougulu, Papua New Guinea",,
https://en.wikipedia.org/wiki/Atyrau_Airport,Atyrau Airport,GUW,UATG,"Atyrau, Kazakhstan",47.121944444444445,51.82138888888889
https://en.wikipedia.org/w/index.php?title=Guna_Airport&action=edit&redlink=1,Guna Airport,GUX,VAGN,"Guna, Madhya Pradesh, India",24.654699,77.347298
https://en.wikipedia.org/wiki/Guymon_Municipal_Airport,Guymon Municipal Airport,GUY,KGUY,"Guymon, Oklahoma, United States",36.684999999999995,-101.50777777777778
https://en.wikipedia.org/wiki/Guarapari_Airport,Guarapari Airport,GUZ,SNGA,"Guarapari, Espírito Santo, Brazil",-20.64638888888889,-40.49166666666667
https://en.wikipedia.org/wiki/Geneva_Airport,Geneva Airport,GVA,LSGG,"Geneva, Switzerland",46.23833333333334,6.109444444444444
https://en.wikipedia.org/w/index.php?title=Gordonsville_Municipal_Airport&action=edit&redlink=1,Gordonsville Municipal Airport,GVE,KGVE,"Gordonsville, Virginia, United States",,
https://en.wikipedia.org/w/index.php?title=Green_River_Airport&action=edit&redlink=1,Green River Airport,GVI,AYGV,"Green River, Papua New Guinea",,
https://en.wikipedia.org/wiki/Lee_Gilmer_Memorial_Airport,Lee Gilmer Memorial Airport,GVL,KGVL,"Gainesville, Georgia, United States",34.2725,-83.83027777777778
https://en.wikipedia.org/w/index.php?title=Sovetskaya_Gavan_Airport&action=edit&redlink=1,Sovetskaya Gavan Airport[2],GVN,UHKM,"Sovetskaya Gavan, Khabarovsk Krai, Russia",48.9269981384,140.03399658200001
https://en.wikipedia.org/wiki/Greenvale_Airport,Greenvale Airport,GVP,YGNV,"Greenvale, Queensland, Australia",-18.995,145.01194444444445
https://en.wikipedia.org/wiki/Governador_Valadares_Airport,Coronel Altino Machado de Oliveira Airport,GVR,SBGV,"Governador Valadares, Minas Gerais, Brazil",-18.896944444444443,-41.986111111111114
https://en.wikipedia.org/wiki/Majors_Airport,Majors Airport,GVT,KGVT,"Greenville, Texas, United States",33.06777777777778,-96.06527777777778
https://en.wikipedia.org/wiki/G%C3%A4vle-Sandviken_Airport,Gävle-Sandviken Airport,GVX,ESSK,"Gävle, Sweden",60.59444444444445,16.95111111111111
https://en.wikipedia.org/w/index.php?title=Gwa_Airport&action=edit&redlink=1,Gwa Airport,GWA,VYGW,"Gwa, Myanmar",,
https://en.wikipedia.org/wiki/Gwadar_International_Airport,Gwadar International Airport,GWD,OPGD,"Gwadar, Pakistan",25.23222222222222,62.327222222222225
https://en.wikipedia.org/wiki/Thornhill_Air_Base,Thornhill Air Base,GWE,FVTL,"Gweru, Zimbabwe",-19.436399459838867,29.861900329589844
https://en.wikipedia.org/wiki/Rajmata_Vijaya_Raje_Scindia_Air_Terminal,Rajmata Vijaya Raje Scindia Airport (Gwalior Airport),GWL,VIGR,"Gwalior, Madhya Pradesh, India",26.29330062866211,78.22779846191406
https://en.wikipedia.org/w/index.php?title=Gnarowein_Airport&action=edit&redlink=1,Gnarowein Airport,GWN,,"Gnarowein, Papua New Guinea",,
https://en.wikipedia.org/wiki/Greenwood%E2%80%93Leflore_Airport,Greenwood–Leflore Airport,GWO,KGWO,"Greenwood, Mississippi, United States",33.494166666666665,-90.08472222222221
https://en.wikipedia.org/w/index.php?title=Glenwood_Springs_Municipal_Airport&action=edit&redlink=1,Glenwood Springs Municipal Airport,GWS,KGWS,"Glenwood Springs, Colorado, United States",,
https://en.wikipedia.org/wiki/Sylt_Airport,Sylt Airport (Westerland Airport),GWT,EDXW,"Sylt, Schleswig-Holstein, Germany",54.913333333333334,8.340555555555556
https://en.wikipedia.org/w/index.php?title=Glendale_Fokker_Field&action=edit&redlink=1,Glendale Fokker Field (FAA: WV66),GWV,,"Glen Dale, West Virginia, United States",,
https://en.wikipedia.org/wiki/Galway_Airport,Galway Airport,GWY,EICM,"Galway, Ireland",53.30027777777777,-8.94111111111111
https://en.wikipedia.org/wiki/Beringin_Airport,Beringin Airport,GXA,WAOM,"North Barito, Central Kalimantan, Indonesia",-0.9427777777777778,114.89444444444445
https://en.wikipedia.org/wiki/Sayun_Airport,Sayun Airport,GXF,OYSY,"Sayun, Yemen",15.966111111111111,48.78805555555555
https://en.wikipedia.org/wiki/Negage_Airport,Negage Airport,GXG,FNNG,"Negage, Angola",-7.754166666666666,15.2875
https://en.wikipedia.org/wiki/Gannan_Xiahe_Airport,Gannan Xiahe Airport,GXH,ZLXH,"Xiahe, Gansu, China",34.81055555555555,102.64472222222223
https://en.wikipedia.org/wiki/Teniente_Vidal_Airfield,Teniente Vidal Airfield,GXQ,SCCY,"Coyhaique, Chile",-45.594200134277344,-72.1061019897461
https://en.wikipedia.org/wiki/Yagoua_Airport,Yagoua Airport,GXX,FKKJ,"Yagoua, Cameroon",10.356527777777778,15.237694444444443
https://en.wikipedia.org/wiki/Greeley%E2%80%93Weld_County_Airport,Greeley–Weld County Airport,GXY,KGXY,"Greeley, Colorado, United States",40.4375,-104.63305555555554
https://en.wikipedia.org/wiki/Guayaramer%C3%ADn_Airport,Guayaramerín Airport,GYA,SLGY,"Guayaramerín, Bolivia",-10.88888888888889,-65.38055555555555
https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,Heydar Aliyev International Airport,GYD,UBBB,"Baku, Azerbaijan",40.4675,50.04666666666667
https://en.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo_International_Airport,José Joaquín de Olmedo International Airport,GYE,SEGU,"Guayaquil, Ecuador",-2.1574999999999998,-79.88361111111112
https://en.wikipedia.org/wiki/Magan_Airport,Magan Airport,GYG,UEMM,"Magan, Yakutia, Russia",62.10722222222223,129.54333333333332
https://en.wikipedia.org/wiki/Gisenyi_Airport,Gisenyi Airport,GYI,HRYG,"Gisenyi, Rwanda",-1.68,29.258333333333333
https://en.wikipedia.org/wiki/Argyle_Airport,Argyle Airport,GYL,YARG,"Argyle, Western Australia, Australia",-16.636944444444445,128.45138888888889
https://en.wikipedia.org/wiki/General_Jos%C3%A9_Mar%C3%ADa_Y%C3%A1%C3%B1ez_International_Airport,General José María Yáñez International Airport,GYM,MMGM,"Guaymas, Sonora, Mexico",27.968888888888888,-110.92500000000001
https://en.wikipedia.org/wiki/Santa_Genoveva_Airport,Santa Genoveva Airport,GYN,SBGO,"Goiânia, Goiás, Brazil",-16.6325,-49.221111111111114
https://en.wikipedia.org/wiki/Gympie_Airport,Gympie Airport,GYP,YGYM,"Gympie, Queensland, Australia",-26.283333333333335,152.70166666666665
https://en.wikipedia.org/wiki/Phoenix_Goodyear_Airport,Phoenix Goodyear Airport,GYR,KGYR,"Goodyear, Arizona, United States",33.42805555555555,-112.37444444444444
https://en.wikipedia.org/wiki/Guangyuan_Panlong_Airport,Guangyuan Panlong Airport,GYS,ZUGU,"Guangyuan, Sichuan, China",32.39111111111111,105.70194444444445
https://en.wikipedia.org/wiki/Guyuan_Liupanshan_Airport,Guyuan Liupanshan Airport[2],GYU,ZLGY,"Guyuan, Ningxia, China",36.07611111111112,106.21805555555555
https://en.wikipedia.org/wiki/Yasser_Arafat_International_Airport,Yasser Arafat International Airport,GZA,LVGZ,"Gaza, Palestine",31.24638888888889,34.27611111111111
https://en.wikipedia.org/wiki/Garze_Gesar_Airport,Garze Gesar Airport,GZG,ZUGZ,"Garzê County, Sichuan, China",31.7575,99.55416666666666
https://en.wikipedia.org/wiki/Ghazni_Airport,Ghazni Airport,GZI,OAGN,"Ghazni, Afghanistan",33.53111111111111,68.41277777777778
https://en.wikipedia.org/wiki/Nusatupe_Airport,Nusatupe Airport,GZO,AGGN,"Gizo, Western Province, Solomon Islands",-8.098611111111111,156.86416666666665
https://en.wikipedia.org/wiki/Gazipa%C5%9Fa_Airport,Gazipaşa–Alanya Airport[2],GZP,LTFG,"Gazipaşa, Turkey",36.29888888888889,32.3
https://en.wikipedia.org/wiki/O%C4%9Fuzeli_Airport,Gaziantep Oğuzeli International Airport,GZT,LTAJ,"Gaziantep, Turkey",36.94777777777777,37.47888888888889
https://en.wikipedia.org/wiki/Qazvin_Airport,Qazvin Airport[2],GZW,OIIK,"Qazvin, Iran",36.24005555555556,50.04716666666666
https://en.wikipedia.org/wiki/Hasvik_Airport,Hasvik Airport,HAA,ENHK,"Hasvik, Norway",70.48666666666666,22.139722222222222
https://en.wikipedia.org/wiki/Marion_County_%E2%80%93_Rankin_Fite_Airport,Marion County – Rankin Fite Airport,HAB,KHAB,"Hamilton, Alabama, United States",34.1175,-87.99833333333333
https://en.wikipedia.org/wiki/Hachijojima_Airport,Hachijojima Airport,HAC,RJTH,"Hachijō-jima (Hachijojima), Izu Islands, Japan",33.115,139.78583333333333
https://en.wikipedia.org/wiki/Halmstad_Airport,Halmstad Airport (Halmstad City Airport),HAD,ESMT,"Halmstad, Sweden",56.69083333333333,12.82
https://en.wikipedia.org/wiki/Half_Moon_Bay_Airport,Half Moon Bay Airport,HAF,KHAF,"Half Moon Bay, California, United States",37.513333333333335,-122.50111111111111
https://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport,Prince Said Ibrahim International Airport,HAH,FMCH,"Moroni, Comoros",-11.536666666666667,43.271388888888886
https://en.wikipedia.org/w/index.php?title=Three_Rivers_Municipal_Airport&action=edit&redlink=1,Three Rivers Municipal Airport (Dr. Haines Flying Field),HAI,KHAI,"Three Rivers, Michigan, United States",,
https://en.wikipedia.org/wiki/Hannover_Airport,Hannover Airport,HAJ,EDDV,"Hanover, Lower Saxony, Germany",52.46083333333333,9.685
https://en.wikipedia.org/wiki/Haikou_Meilan_International_Airport,Haikou Meilan International Airport,HAK,ZJHK,"Haikou, Hainan, China",19.934722222222224,110.4588888888889
https://en.wikipedia.org/wiki/Halali_Airport,Halali Airport,HAL,FYHI,"Halali, Namibia",-19.030555555555555,16.458333333333332
https://en.wikipedia.org/wiki/Hamburg_Airport,Hamburg Airport,HAM,EDDH,"Hamburg, Germany",53.63027777777778,9.99111111111111
https://en.wikipedia.org/wiki/Noi_Bai_International_Airport,Noi Bai International Airport,HAN,VVNB,"Hanoi, Vietnam",21.21388888888889,105.80305555555556
https://en.wikipedia.org/wiki/Butler_County_Regional_Airport,Butler County Regional Airport,HAO,KHAO,"Hamilton, Ohio, United States",39.36375,-84.52194444444444
https://en.wikipedia.org/wiki/Hanimaadhoo_International_Airport,Hanimaadhoo International Airport,HAQ,VRMH,"Hanimaadhoo, Haa Dhaalu Atoll, Maldives",6.744166666666667,73.17027777777778
https://en.wikipedia.org/wiki/Capital_City_Airport_(Pennsylvania),Capital City Airport (FAA: CXY),HAR,KCXY,"Harrisburg, Pennsylvania, United States",40.217222222222226,-76.85138888888888
https://en.wikipedia.org/wiki/Ha%27il_Regional_Airport,Ha'il Regional Airport,HAS,OEHL,"Ha'il (Hail), Saudi Arabia",27.43777777777778,41.68611111111111
https://en.wikipedia.org/w/index.php?title=Heathlands_Airport&action=edit&redlink=1,Heathlands Airport,HAT,YHTL,"Heathlands, Queensland, Australia",,
"https://en.wikipedia.org/wiki/Haugesund_Airport,_Karm%C3%B8y","Haugesund Airport, Karmøy",HAU,ENHD,"Haugesund, Norway",59.343333333333334,5.2125
https://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport,José Martí International Airport,HAV,MUHA,"Havana, Cuba",22.989166666666666,-82.40916666666668
https://en.wikipedia.org/wiki/Haverfordwest_Aerodrome,Haverfordwest Aerodrome,HAW,EGFE,"Haverfordwest, Wales, United Kingdom",51.83309936523438,-4.9611101150512695
https://en.wikipedia.org/wiki/Hacaritama_Airport,Hacaritama Airport,HAY,,"Aguachica, Colombia",8.247222222222222,-73.58194444444445
https://en.wikipedia.org/w/index.php?title=Hatzfeldthaven_Airport&action=edit&redlink=1,Hatzfeldthaven Airport,HAZ,,"Hatzfeldthaven, Papua New Guinea",,
https://en.wikipedia.org/wiki/Hobart_International_Airport,Hobart International Airport,HBA,YMHB,"Hobart, Tasmania, Australia",-42.836666666666666,147.51
https://en.wikipedia.org/wiki/Hobbs_Army_Airfield,Hobbs Industrial Airpark,HBB,,"Hobbs, New Mexico, United States",,
https://en.wikipedia.org/w/index.php?title=Habi_Airport&action=edit&redlink=1,Habi Airport,HBD,,"Habi, Papua New Guinea",,
https://en.wikipedia.org/wiki/Borg_El_Arab_Airport,Borg El Arab Airport,HBE,HEBA,"Alexandria / Borg El Arab, Egypt",30.91777777777778,29.69638888888889
https://en.wikipedia.org/wiki/Hattiesburg_Bobby_L._Chain_Municipal_Airport,Hattiesburg Bobby L. Chain Municipal Airport,HBG,KHBG,"Hattiesburg, Mississippi, United States",31.265,-89.25277777777778
https://en.wikipedia.org/w/index.php?title=Entrance_Island_Seaplane_Base&action=edit&redlink=1,Entrance Island Seaplane Base (Hobart Bay) (FAA: 2Z1),HBH,,"Entrance Island, Alaska, United States",,
https://en.wikipedia.org/wiki/Holbrook_Municipal_Airport,Holbrook Municipal Airport[1] (FAA: P14),HBK,,"Holbrook, Arizona, United States",34.94083333333333,-110.13861111111112
https://en.wikipedia.org/wiki/Qilian_Airport,Qilian Airport,HBQ,,"Qilian, Qinghai, China",38.011944444444445,100.6438888888889
https://en.wikipedia.org/wiki/Hobart_Regional_Airport,Hobart Regional Airport,HBR,KHBR,"Hobart, Oklahoma, United States",34.99138888888889,-99.05138888888888
https://en.wikipedia.org/w/index.php?title=Hambantota_Sea_Plane_Base&action=edit&redlink=1,Hambantota Sea Plane Base,HBT,,"Hambantota, Sri Lanka",,
"https://en.wikipedia.org/wiki/Bulgan_Airport,_Khovd","Bulgan Airport, Khovd[1]",HBU,ZMBS,"Bulgan (Khovd Province), Mongolia",46.10166666666667,91.58194444444445
https://en.wikipedia.org/wiki/Hubli_Airport,Hubli Airport,HBX,VAHB,"Hubli / Dharwad, Karnataka, India",15.361666666666666,75.08472222222221
https://en.wikipedia.org/wiki/Big_Spring_McMahon%E2%80%93Wrinkle_Airport,Big Spring McMahon–Wrinkle Airport[1] (FAA: BPG),HCA,KBPG,"Big Spring, Texas, United States",32.212500000000006,-101.52166666666666
https://en.wikipedia.org/wiki/Columbia_County_Airport,Columbia County Airport (FAA: 1B1),HCC,,"Hudson, New York, United States",42.29138888888889,-73.71027777777778
https://en.wikipedia.org/wiki/Hechi_Jinchengjiang_Airport,Hechi Jinchengjiang Airport,HCJ,ZGHC,"Hechi, Guangxi, China",24.78388888888889,107.69972222222222
https://en.wikipedia.org/wiki/Eyl_Airport,Eyl Airport,HCM,HCME,"Eyl, Somalia",8.104166666666666,49.82
https://en.wikipedia.org/wiki/Hengchun_Airport,Hengchun Airport,HCN,RCKW,"Hengchun, Taiwan",22.03805555555556,120.73027777777779
https://en.wikipedia.org/wiki/Halls_Creek_Airport,Halls Creek Airport,HCQ,YHLC,"Halls Creek, Western Australia, Australia",-18.233888888888888,127.66972222222223
https://en.wikipedia.org/wiki/Holy_Cross_Airport,Holy Cross Airport (FAA: HCA),HCR,PAHC,"Holy Cross, Alaska, United States",62.18833333333333,-159.775
https://en.wikipedia.org/wiki/Cheraw_Municipal_Airport,"Cheraw Municipal Airport (Lynch Bellinger Field, FAA: CQW)",HCW,KCQW,"Cheraw, South Carolina, United States",34.71277777777778,-79.95694444444445
https://en.wikipedia.org/w/index.php?title=Heidelberg_Airport_(Germany)&action=edit&redlink=1,Heidelberg Airport,HDB,EDIU,"Heidelberg, Baden-Württemberg, Germany",,
https://en.wikipedia.org/wiki/Hyderabad_Airport_(Sindh),Hyderabad Airport,HDD,OPKD,"Hyderabad, Pakistan",25.31833333333333,68.36666666666666
https://en.wikipedia.org/w/index.php?title=Brewster_Field&action=edit&redlink=1,Brewster Field,HDE,KHDE,"Holdrege, Nebraska, United States",40.452099,-99.336502
https://en.wikipedia.org/wiki/Heringsdorf_Airport,Heringsdorf Airport,HDF,EDAH,"Heringsdorf, Mecklenburg-Vorpommern, Germany",53.87861111111111,14.152222222222223
https://en.wikipedia.org/wiki/Handan_Airport,Handan Airport,HDG,ZBHD,"Handan, Hebei, China",36.52388888888889,114.43
https://en.wikipedia.org/wiki/Dillingham_Airfield,Dillingham Airfield,HDH,PHDH,"Mokulēia, Hawaii, United States",21.5795001984,-158.197006226
https://en.wikipedia.org/wiki/Kulhudhuffushi_Airport,Kulhudhuffushi Airport,HDK,VRBK,"Haa Dhaalu Atoll, Maldives",6.631111111111111,73.06666666666666
https://en.wikipedia.org/wiki/Hamadan_Airport,Hamadan Airport,HDM,OIHH,"Hamadan, Iran",34.869166666666665,48.552499999999995
https://en.wikipedia.org/wiki/Yampa_Valley_Airport,Yampa Valley Airport,HDN,KHDN,"Hayden, Colorado, United States",40.48111111111111,-107.21777777777778
https://en.wikipedia.org/w/index.php?title=Havadarya_Airport&action=edit&redlink=1,Havadarya Airport[1],HDR,OIKP,"Bandar Abbas, Iran",27.158300399780273,56.17250061035156
https://en.wikipedia.org/wiki/Air_Force_Base_Hoedspruit,Air Force Base Hoedspruit,HDS,FAHS,"Hoedspruit, South Africa",-24.3686008453,31.048700332600003
https://en.wikipedia.org/wiki/Hat_Yai_International_Airport,Hat Yai International Airport,HDY,VTSS,"Hat Yai, Thailand",6.933055555555556,100.39277777777778
https://en.wikipedia.org/wiki/Herat_International_Airport,Herat International Airport,HEA,OAHR,"Herat, Afghanistan",34.21,62.22833333333333
https://en.wikipedia.org/w/index.php?title=Hinthada_Airport&action=edit&redlink=1,Hinthada Airport,HEB,VBHD,"Hinthada, Myanmar",,
https://en.wikipedia.org/w/index.php?title=Herendeen_Bay_Airport&action=edit&redlink=1,Herendeen Bay Airport (FAA: AK33),HED,,"Herendeen Bay, Alaska, United States",,
https://en.wikipedia.org/wiki/Thompson%E2%80%93Robbins_Airport,Thompson–Robbins Airport,HEE,KHEE,"Helena-West Helena, Arkansas, United States",34.57638888888889,-90.67583333333334
https://en.wikipedia.org/wiki/Heho_Airport,Heho Airport,HEH,VYHH,"Heho, Myanmar",20.746944444444445,96.79194444444444
https://en.wikipedia.org/wiki/Heide%E2%80%93B%C3%BCsum_Airport,Heide–Büsum Airport,HEI,EDXB,"Heide / Büsum, Schleswig-Holstein, Germany",54.15361111111111,8.89861111111111
